PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
683,0,3,"Jones, Miss. Alice",female,34,0,0,113803,11.5779,D56,S
684,1,3,"Taylor, Miss. Annie",female,13,1,1,13502,5.93,,S
685,0,3,"Jackson, Mr. Samuel",male,19,0,0,382652,8.4967,,S
686,1,2,"Taylor, Miss. Annie",female,24,0,2,19952,33.4879,A12,S
687,0,1,"Moore, Mr. Thomas",male,52,0,0,17463,69.8501,B78,C
688,1,2,"Miller, Mrs. Charles (Helen)",female,,0,2,330877,32.6312,E101,Q
689,0,1,"Smith, Mr. John",male,40,0,0,2649,143.7026,,Q
690,0,3,"Taylor, Mr. Henry",male,,1,1,19952,10.1233,D56,S
691,1,3,"Davis, Mr. James",male,26,2,0,13502,18.7993,,C
692,1,1,"Smith, Mr. John",male,35,1,0,113803,95.0547,E46,S
693,0,2,"Smith, Mr. John",male,,0,2,PP 9549,20.7973,,S
694,1,1,"Smith, Mrs. John (Mary)",female,19,0,1,373450,184.3636,,C
695,0,2,"Jackson, Mr. Samuel",male,45,0,0,373450,25.8078,C103,S
696,1,1,"Smith, Mrs. John (Mary)",female,32,0,2,2649,67.7962,,S
697,0,2,"Jackson, Mr. Samuel",male,42,0,0,113803,25.2481,B78,S
698,1,3,"Brown, Mrs. William (Sarah)",female,34,1,0,345763,12.7834,C123,S
699,0,3,"Smith, Mrs. John (Mary)",female,39,0,2,349909,13.7597,,S
700,0,3,"Jones, Mr. Robert",male,17,1,0,345763,6.2714,C85,C
701,0,2,"Taylor, Mr. Henry",male,36,0,0,350406,22.2686,C123,S
702,0,1,"Miller, Mr. Charles",male,56,0,0,373450,38.6778,,S
703,0,1,"Miller, Mr. Charles",male,43,0,0,2649,167.7238,,S
704,0,3,"Taylor, Mr. Henry",male,40,0,0,350406,14.8296,A12,S
705,1,1,"Taylor, Miss. Annie",female,7,0,0,113783,107.0292,C123,S
706,1,3,"Miller, Mr. Charles",male,16,0,0,347082,18.1063,,C
707,0,2,"Smith, Mr. John",male,37,1,0,330877,19.7824,E101,S
708,1,1,"Moore, Mrs. Thomas (Clara)",female,15,1,3,350406,60.7358,,Q
709,0,1,"Anderson, Mr. Joseph",male,16,1,0,13502,43.2548,,S
710,1,3,"Jones, Mr. Robert",male,,0,0,347082,14.8935,D56,S
711,0,3,"Davis, Mr. James",male,23,0,0,PP 9549,6.0314,,S
712,1,2,"Taylor, Miss. Annie",female,32,2,0,A/5 21171,25.0743,,S
713,0,3,"Smith, Mr. John",male,21,0,0,382652,11.9404,,S
714,1,2,"Brown, Mrs. William (Sarah)",female,22,1,1,382652,22.4516,,C
715,0,2,"Anderson, Mrs. Joseph (Bertha)",female,44,1,0,349909,36.4767,C85,S
716,0,3,"Wilson, Mr. George",male,42,0,0,17463,12.5659,C103,C
717,0,2,"Moore, Mr. Thomas",male,49,0,0,237736,35.6732,,S
718,1,1,"Davis, Miss. Emma",female,36,0,0,244373,120.975,D56,S
719,0,3,"Moore, Mrs. Thomas (Clara)",female,,0,0,A/5 21171,13.0198,,S
720,0,3,"Anderson, Mr. Joseph",male,30,0,0,PP 9549,17.5475,,C
721,0,2,"Davis, Mr. James",male,,0,0,248706,37.2627,,S
722,1,1,"Brown, Mr. William",male,33,0,2,248706,41.9056,,S
723,1,3,"Jones, Miss. Alice",female,15,0,0,17463,8.4861,E46,S
724,1,1,"Jackson, Miss. Florence",female,,0,0,113803,73.7301,E46,S
725,0,3,"Jackson, Mr. Samuel",male,15,4,0,373450,16.8689,,S
726,1,3,"Wilson, Miss. Margaret",female,12,0,0,113783,18.2595,B78,S
727,1,1,"Smith, Mrs. John (Mary)",female,1,1,0,13502,148.3101,,S
728,0,3,"Moore, Mr. Thomas",male,20,0,0,347742,8.0302,,S
729,0,3,"Smith, Mr. John",male,34,0,0,PP 9549,14.654,A12,C
730,0,3,"Davis, Mr. James",male,24,2,3,345763,17.0218,,C
731,1,2,"Brown, Mr. William",male,,0,0,113803,29.031,,S
732,0,1,"Brown, Mr. William",male,37,0,0,248706,106.738,,S
733,0,1,"Moore, Mr. Thomas",male,11,1,0,244373,195.1972,G6,S
734,0,2,"Moore, Mr. Thomas",male,36,1,1,PP 9549,10.5943,C103,S
735,0,3,"Brown, Mr. William",male,29,0,0,330877,6.0791,B78,S
736,0,3,"Moore, Mr. Thomas",male,45,0,0,244373,11.2373,E46,C
737,1,2,"Brown, Mrs. William (Sarah)",female,,4,0,237736,37.9639,,C
738,0,3,"Davis, Miss. Emma",female,23,0,0,PC 17599,11.3606,,C
739,0,3,"Brown, Mr. William",male,10,0,0,13502,14.0815,,S
740,0,3,"Jackson, Miss. Florence",female,,0,0,349909,10.7652,,Q
741,0,3,"Jones, Mr. Robert",male,24,1,0,330877,16.009,,S
742,0,2,"Jones, Mr. Robert",male,14,0,0,345763,24.7517,,C
743,0,2,"Jackson, Mr. Samuel",male,34,0,0,349909,13.3071,,S
744,0,1,"Jackson, Mr. Samuel",male,38,1,0,113803,134.6965,,S
745,0,2,"Smith, Mr. John",male,19,0,0,373450,11.8317,E101,S
746,1,1,"Wilson, Miss. Margaret",female,42,2,0,113783,110.0371,,C
747,1,2,"Wilson, Miss. Margaret",female,40,0,0,382652,20.6809,,S
748,1,3,"Davis, Mr. James",male,1,0,0,13502,12.9594,E46,C
749,1,3,"Smith, Mrs. John (Mary)",female,27,2,0,347742,14.5067,C123,C
750,0,3,"Jones, Mr. Robert",male,29,0,2,13502,18.9627,G6,S
751,0,1,"Anderson, Mr. Joseph",male,5,0,1,382652,77.736,D56,S
752,0,3,"Jones, Mr. Robert",male,17,0,2,17463,15.4986,C103,S
753,0,3,"Anderson, Mr. Joseph",male,25,2,0,113783,14.9821,B78,S
754,1,3,"Moore, Mrs. Thomas (Clara)",female,48,0,0,347742,15.7616,F33,C
755,0,1,"Jones, Mr. Robert",male,,1,2,330877,155.3081,E101,S
756,1,3,"Wilson, Miss. Margaret",female,32,1,2,13502,9.7946,,Q
757,1,3,"Davis, Mr. James",male,,0,1,330877,9.4524,B78,C
758,1,3,"Jones, Mr. Robert",male,30,1,0,349909,9.6334,,C
759,1,3,"Smith, Mrs. John (Mary)",female,39,0,0,350406,17.1563,,C
760,1,2,"Taylor, Miss. Annie",female,26,0,0,350406,22.6731,E46,C
761,1,1,"Smith, Mrs. John (Mary)",female,45,0,0,17463,163.4736,C85,C
762,1,3,"Smith, Mr. John",male,19,0,1,330877,7.9348,E46,S
763,1,2,"Anderson, Mrs. Joseph (Bertha)",female,30,0,2,330877,13.5204,C123,C
764,0,3,"Moore, Mr. Thomas",male,,0,0,350406,19.3183,,C
765,1,2,"Anderson, Mrs. Joseph (Bertha)",female,31,0,0,19952,30.0638,,S
766,0,3,"Jackson, Mr. Samuel",male,29,0,0,113783,11.5048,,S
767,1,1,"Anderson, Mrs. Joseph (Bertha)",female,4,1,0,113803,122.3105,A12,C
768,0,3,"Jackson, Mr. Samuel",male,31,2,2,2649,7.71,,S
769,0,2,"Smith, Mr. John",male,,0,0,345763,17.7028,,S
770,1,2,"Anderson, Mrs. Joseph (Bertha)",female,,0,0,382652,11.385,C85,Q
771,1,1,"Jones, Mr. Robert",male,23,4,0,PC 17599,114.3533,,S
772,0,1,"Jones, Mr. Robert",male,48,0,0,237736,133.9047,F33,S
773,1,2,"Anderson, Mrs. Joseph (Bertha)",female,23,0,0,237736,30.8355,,S
774,0,3,"Moore, Mrs. Thomas (Clara)",female,,0,1,248706,14.0742,,S
775,1,2,"Wilson, Miss. Margaret",female,25,0,0,347742,12.6692,,S
776,0,2,"Anderson, Mr. Joseph",male,47,2,1,373450,13.7051,C85,C
777,1,3,"Wilson, Miss. Margaret",female,11,0,2,13502,10.8434,F33,Q
778,0,3,"Brown, Mr. William",male,23,1,0,PC 17599,14.8634,G6,S
779,0,3,"Taylor, Mr. Henry",male,33,0,0,237736,10.31,A12,S
780,1,3,"Miller, Mr. Charles",male,9,0,0,113803,6.3041,C103,S
781,0,3,"Smith, Mr. John",male,45,0,2,330877,17.1252,C103,Q
782,1,3,"Smith, Mr. John",male,40,1,0,347082,14.2443,C103,Q
783,1,2,"Anderson, Mrs. Joseph (Bertha)",female,39,0,0,113803,38.9394,,S
784,0,2,"Wilson, Mr. George",male,4,0,0,373450,39.0919,,Q
785,0,2,"Anderson, Mr. Joseph",male,49,2,2,13502,38.774,,C
786,0,3,"Brown, Mr. William",male,,0,0,A/5 21171,10.2458,G6,S
787,0,1,"Brown, Mr. William",male,,0,0,244373,110.2971,,S
788,0,2,"Taylor, Mr. Henry",male,30,1,0,347082,23.1572,,S
789,0,3,"Smith, Mr. John",male,28,0,0,244373,9.9682,,S
790,0,3,"Moore, Mrs. Thomas (Clara)",female,,0,0,330877,6.9115,A12,C
791,0,1,"Wilson, Mr. George",male,,0,1,248706,66.3884,C103,S
792,0,3,"Miller, Mr. Charles",male,,0,0,347742,7.8029,,S
793,1,3,"Davis, Mr. James",male,23,0,0,347742,14.1665,E101,S
794,0,1,"Anderson, Mr. Joseph",male,32,0,1,347742,91.5617,C85,S
795,0,2,"Wilson, Mr. George",male,37,0,0,113783,18.4167,C103,S
796,0,3,"Jackson, Mr. Samuel",male,,0,0,17463,9.2024,,C
797,0,2,"Wilson, Mr. George",male,45,1,0,13502,20.8171,E101,Q
798,1,2,"Jones, Miss. Alice",female,40,1,0,349909,32.2776,,S
799,1,3,"Davis, Miss. Emma",female,,0,0,PC 17599,19.8447,F33,S
800,1,1,"Jones, Mr. Robert",male,48,0,0,244373,89.0521,C103,S
801,0,2,"Smith, Mrs. John (Mary)",female,14,0,0,349909,13.868,E101,S
802,0,3,"Moore, Mr. Thomas",male,55,1,0,349909,16.6906,,S
803,1,1,"Anderson, Mr. Joseph",male,2,1,1,347742,104.7022,,S
804,0,2,"Miller, Mr. Charles",male,,0,0,PC 17599,29.1885,,S
805,0,3,"Anderson, Mr. Joseph",male,29,0,0,248706,6.2487,,S
806,0,3,"Miller, Mr. Charles",male,29,0,0,A/5 21171,15.9572,,S
807,1,3,"Jackson, Miss. Florence",female,29,0,0,382652,18.0504,F33,S
808,1,1,"Moore, Mr. Thomas",male,23,1,0,244373,65.5515,E46,S
809,1,1,"Miller, Mr. Charles",male,,0,0,17463,152.659,,S
810,0,3,"Anderson, Mrs. Joseph (Bertha)",female,30,0,0,13502,11.0376,,S
811,0,1,"Jones, Mr. Robert",male,,1,2,13502,48.1313,,S
812,1,1,"Davis, Miss. Emma",female,34,1,0,19952,148.8048,,C
813,1,3,"Smith, Mrs. John (Mary)",female,18,0,0,PP 9549,5.3181,,Q
814,0,1,"Wilson, Miss. Margaret",female,29,0,0,350406,92.442,C85,S
815,0,3,"Wilson, Miss. Margaret",female,1,2,0,113803,6.1443,,S
816,0,3,"Miller, Mr. Charles",male,,0,0,347082,7.2533,,S
817,0,3,"Smith, Mr. John",male,32,0,2,113783,16.9803,,S
818,0,1,"Wilson, Mr. George",male,55,0,0,350406,50.3169,,S
819,1,2,"Davis, Mr. James",male,26,0,0,2649,14.1466,G6,C
820,0,3,"Davis, Mr. James",male,35,0,0,347082,15.4025,,S
821,1,1,"Wilson, Miss. Margaret",female,,2,2,PP 9549,35.426,E46,S
822,1,3,"Brown, Mrs. William (Sarah)",female,16,0,0,350406,8.3688,,S
823,1,3,"Brown, Mrs. William (Sarah)",female,33,0,0,113803,7.3726,E46,S
824,0,2,"Anderson, Mr. Joseph",male,32,1,0,248706,14.2034,C85,C
825,0,3,"Brown, Mr. William",male,36,0,0,248706,7.6037,,C
826,1,3,"Moore, Mrs. Thomas (Clara)",female,28,2,0,113803,15.6403,,S
827,0,3,"Anderson, Mrs. Joseph (Bertha)",female,,0,0,382652,7.7554,,S
828,0,3,"Wilson, Miss. Margaret",female,24,0,0,A/5 21171,6.566,,S
829,0,1,"Davis, Mr. James",male,,0,2,237736,57.8552,,S
830,1,1,"Miller, Mr. Charles",male,,0,0,PP 9549,41.3119,,S
831,0,3,"Wilson, Mr. George",male,33,0,0,373450,15.1203,C103,Q
832,1,3,"Brown, Mrs. William (Sarah)",female,,0,1,113803,5.5611,,C
833,0,3,"Anderson, Mr. Joseph",male,48,1,0,113783,19.455,,Q
834,0,2,"Moore, Mr. Thomas",male,13,2,0,13502,31.3829,,S
835,0,3,"Jones, Miss. Alice",female,33,1,0,382652,18.013,B78,S
836,1,2,"Taylor, Miss. Annie",female,,0,0,237736,15.3756,,C
837,1,3,"Miller, Mr. Charles",male,29,3,0,13502,10.4521,G6,C
838,0,3,"Smith, Mr. John",male,49,1,0,347742,8.9424,,S
839,0,3,"Davis, Mr. James",male,,0,0,113803,17.8074,G6,C
840,0,2,"Moore, Mr. Thomas",male,1,0,0,350406,13.2504,C103,S
841,0,2,"Taylor, Mr. Henry",male,8,0,0,113783,14.6722,,S
842,0,3,"Davis, Miss. Emma",female,29,1,1,A/5 21171,19.6784,,S
843,0,3,"Moore, Mrs. Thomas (Clara)",female,24,0,0,237736,15.6831,A12,S
844,0,1,"Moore, Mr. Thomas",male,25,2,0,2649,59.7559,B78,C
845,0,3,"Jones, Mr. Robert",male,16,0,1,113783,13.9569,E101,S
846,1,3,"Brown, Mrs. William (Sarah)",female,43,1,0,373450,18.4475,B78,S
847,1,3,"Jackson, Miss. Florence",female,21,1,0,349909,14.5837,,S
848,1,3,"Davis, Mr. James",male,1,0,0,347082,8.1464,E101,S
849,0,3,"Wilson, Mr. George",male,1,0,0,345763,11.1558,F33,C
850,0,3,"Moore, Mr. Thomas",male,29,0,0,248706,7.4399,G6,S
851,0,3,"Moore, Mrs. Thomas (Clara)",female,32,1,0,13502,5.2464,,C
852,0,3,"Davis, Mr. James",male,26,0,0,350406,11.3096,D56,Q
853,1,1,"Moore, Mrs. Thomas (Clara)",female,14,1,0,347742,162.3112,,S
854,0,3,"Smith, Mr. John",male,50,1,2,A/5 21171,15.0995,C103,S
855,1,1,"Anderson, Mrs. Joseph (Bertha)",female,6,0,0,13502,100.2534,G6,S
856,1,3,"Brown, Mrs. William (Sarah)",female,25,0,0,345763,19.6603,G6,S
857,0,1,"Anderson, Mr. Joseph",male,34,0,1,349909,185.4164,,S
858,1,1,"Jones, Mr. Robert",male,,0,0,A/5 21171,120.1427,E101,C
859,0,3,"Miller, Mr. Charles",male,35,0,0,347742,18.4686,,Q
860,0,3,"Jones, Miss. Alice",female,27,0,0,13502,19.772,,C
861,0,1,"Davis, Mr. James",male,34,0,1,244373,184.7258,G6,S
862,0,3,"Brown, Mr. William",male,23,1,0,A/5 21171,11.7632,,S
863,1,3,"Jackson, Miss. Florence",female,21,0,0,A/5 21171,10.2018,,Q
864,0,1,"Jones, Miss. Alice",female,29,0,0,113783,176.703,,S
865,0,1,"Anderson, Mr. Joseph",male,33,0,0,244373,41.0947,C85,C
866,1,2,"Jackson, Miss. Florence",female,27,1,2,349909,13.0868,C85,S
867,0,3,"Jackson, Mr. Samuel",male,39,1,1,349909,14.3437,G6,C
868,0,3,"Anderson, Mr. Joseph",male,37,0,0,A/5 21171,9.4021,E46,C
869,1,1,"Brown, Mrs. William (Sarah)",female,31,0,0,A/5 21171,90.0406,C123,S
870,1,2,"Anderson, Mr. Joseph",male,5,0,0,2649,28.0541,,S
871,1,2,"Moore, Mr. Thomas",male,35,0,2,349909,22.6525,C123,S
872,1,1,"Jackson, Miss. Florence",female,41,0,0,A/5 21171,92.0001,,S
873,1,3,"Anderson, Mrs. Joseph (Bertha)",female,27,0,1,113783,11.0422,A12,S
874,1,3,"Moore, Mr. Thomas",male,,1,0,113783,16.3054,,Q
875,0,3,"Jones, Mr. Robert",male,46,2,1,PC 17599,19.0656,,S
876,1,3,"Wilson, Mr. George",male,28,1,0,PC 17599,6.3203,F33,S
877,1,2,"Moore, Mrs. Thomas (Clara)",female,,0,0,330877,28.3825,,S
878,1,3,"Anderson, Mr. Joseph",male,41,1,0,19952,15.0235,A12,S
879,1,3,"Jones, Mr. Robert",male,44,0,0,347742,16.493,E46,Q
880,0,3,"Davis, Miss. Emma",female,58,0,0,113783,17.2777,B78,S
881,1,1,"Brown, Mr. William",male,47,1,0,330877,104.4538,A12,S
882,1,1,"Miller, Mr. Charles",male,41,0,0,330877,53.7344,E101,S
883,0,3,"Anderson, Mr. Joseph",male,,0,0,237736,12.1436,D56,S
884,0,1,"Taylor, Mr. Henry",male,17,0,0,373450,83.4044,,S
885,0,1,"Jones, Mr. Robert",male,33,0,0,373450,115.7582,,S
886,0,1,"Jackson, Mr. Samuel",male,,0,0,350406,64.6314,G6,C
887,1,1,"Miller, Mrs. Charles (Helen)",female,35,0,1,A/5 21171,85.8358,,S
888,1,1,"Brown, Mr. William",male,18,0,0,330877,37.1546,C123,C
889,0,3,"Smith, Mrs. John (Mary)",female,29,3,1,244373,7.5609,,S
890,0,3,"Brown, Mr. William",male,50,4,1,373450,12.879,,S
891,1,2,"Wilson, Miss. Margaret",female,43,3,0,347082,24.5948,D56,S
